"Firstname","Lastname","gender","Party","Organization","Job","Date_Start","Date_End","Classification","Interval","Income_Min","Income_Max","Edit_URL"
"Dirk","Heidenblut","male","SPD","ASB-Service GmbH","Geschäftsführer","","12/31/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177216/edit"
"Dirk","Heidenblut","male","SPD","PerTransfer Essen GmbH","Mitglied des Aufsichtsrates","","7/31/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177217/edit"
"Dirk","Heidenblut","male","SPD","Agentur für Arbeit Essen","Stellv. Mitglied des Verwaltungsausschusses","","6/30/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177221/edit"
"Dirk","Heidenblut","male","SPD","""Der Paritätische Wohlfahrtsverband, Landesverband Nordrhein-Westfalen e.V.""","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177226/edit"
"Mechthild","Heil","female","CDU","RUMPF architekten + ingenieure GbR","Architektin","","","","0","","","https://www.abgeordnetenwatch.de/node/179026/edit"
"Mechthild","Heil","female","CDU","DRK Rettungsdienst Rhein-Mosel-Eifel GmbH","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179027/edit"
"Mechthild","Heil","female","CDU","Stadtwerke Andernach GmbH","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179028/edit"
"Mechthild","Heil","female","CDU","Bundeszentrale für politische Bildung","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179029/edit"
"Mechthild","Heil","female","CDU","Kreissparkasse Mayen","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179030/edit"
"Mechthild","Heil","female","CDU","Landkreis Mayen-Koblenz","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/179031/edit"
"Mechthild","Heil","female","CDU","Stadt Andernach","Mitglied des Stadtrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179032/edit"
"Mechthild","Heil","female","CDU","Deutsche Stiftung Verbraucherschutz","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179033/edit"
"Mechthild","Heil","female","CDU","DRK Kreisverband Mayen-Koblenz e.V.","Stellv. Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/179034/edit"
"Mechthild","Heil","female","CDU","Gesellschaft zum Studium strukturpolitischer Fragen e.V.","Stellv. Vorsitzende des Beirates für Handel und Verbraucherschutz","","","","0","","","https://www.abgeordnetenwatch.de/node/179035/edit"
"Mechthild","Heil","female","CDU","Stiftung Datenschutz","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179036/edit"
"Mechthild","Heil","female","CDU","RUMPF architekten + ingenieure GbR","","","","","0","","","https://www.abgeordnetenwatch.de/node/179037/edit"
"Metin","Hakverdi","male","SPD","Rechtsanwalt","","","","","0","","","https://www.abgeordnetenwatch.de/node/179271/edit"
"Metin","Hakverdi","male","SPD","AWO Landesverband Hamburg","Mitglied der Landesschiedskommission","","","","0","","","https://www.abgeordnetenwatch.de/node/179273/edit"
"Metin","Hakverdi","male","SPD","Europa-Union Landesverband Hamburg e.V.","Schatzmeister","","9/16/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179276/edit"
"Anja","Hajduk","female","DIE GRÜNEN","Bewerbungsgesellschaft Hamburg 2024 GmbH","Mitglied des Aufsichtsrates","","1/31/2016 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177099/edit"
"Anja","Hajduk","female","DIE GRÜNEN","mdex AG","Mitglied des Aufsichtsrates","","6/30/2015 0:00:00","3","12","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/177102/edit"
"Anja","Hajduk","female","DIE GRÜNEN","World Vision Deutschland e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177105/edit"
"Oliver","Grundmann","male","CDU","Rechtsanwalt","","","","","0","","","https://www.abgeordnetenwatch.de/node/177894/edit"
"Oliver","Grundmann","male","CDU","CFK NORD Anlagengesellschaft mbH & Co. KG","Gesellschaftervertreter","","","","0","","","https://www.abgeordnetenwatch.de/node/177895/edit"
"Oliver","Grundmann","male","CDU","CFK NORD Betriebsgesellschaft mbH & Co. KG","Gesellschaftervertreter","","","","0","","","https://www.abgeordnetenwatch.de/node/177897/edit"
"Oliver","Grundmann","male","CDU","Composite Campus Stade GmbH & Co. KG","Gesellschaftervertreter","","","","0","","","https://www.abgeordnetenwatch.de/node/177899/edit"
"Oliver","Grundmann","male","CDU","Eisenbahn und Verkehrsbetriebe Elbe-Weser GmbH (EVB)","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177900/edit"
"Oliver","Grundmann","male","CDU","Elbe Kliniken Stade-Buxtehude GmbH","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177901/edit"
"Oliver","Grundmann","male","CDU","Existenzgründungszentrum Stade GmbH & Co. KG","Gesellschaftervertreter","","","","0","","","https://www.abgeordnetenwatch.de/node/177902/edit"
"Oliver","Grundmann","male","CDU","Projektentwicklung Stade GmbH & Co. KG","Gesellschaftervertreter","","","","0","","","https://www.abgeordnetenwatch.de/node/177903/edit"
"Oliver","Grundmann","male","CDU","Süderelbe AG","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177904/edit"
"Oliver","Grundmann","male","CDU","Hansestadt Stade","""Mitglied des Stadtrates, Beigeordneter und stellv. Bürgermeister""","","","","0","","","https://www.abgeordnetenwatch.de/node/177906/edit"
"Oliver","Grundmann","male","CDU","Landkreis Stade","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/177907/edit"
"Oliver","Grundmann","male","CDU","Sparkasse Stade-Altes Land","Mitglied der Zweckverbandsversammlung","","","","0","","","https://www.abgeordnetenwatch.de/node/177909/edit"
"Oliver","Grundmann","male","CDU","KunstSignale e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177910/edit"
"Oliver","Grundmann","male","CDU","Museumsverein Stade e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177911/edit"
"Monika","Grütters","female","CDU","Freie Universität Berlin","Honorarprofessorin","","","","0","","","https://www.abgeordnetenwatch.de/node/178138/edit"
"Monika","Grütters","female","CDU","Kulturveranstaltung des Bundes in Berlin GmbH","Vorsitzende des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178139/edit"
"Monika","Grütters","female","CDU","Kunst- und Ausstellungshalle der Bundesrepublik Deutschland GmbH","Vertreterin des Bundes in der Gesellschafterversammlung","","","","0","","","https://www.abgeordnetenwatch.de/node/178140/edit"
"Monika","Grütters","female","CDU","Deutsches Nationalkomitee für Denkmalschutz","Vizepräsidentin","","","","0","","","https://www.abgeordnetenwatch.de/node/178141/edit"
"Monika","Grütters","female","CDU","Deutschlandradio","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178142/edit"
"Monika","Grütters","female","CDU","Hauptstadtkulturfonds","Mitglied des Gemeinsamen Ausschusses","","","","0","","","https://www.abgeordnetenwatch.de/node/178143/edit"
"Monika","Grütters","female","CDU","Lutherdekade","Mitglied des Kuratoriums zur Vorbereitung des Reformationsjubiläums 2017","","","","0","","","https://www.abgeordnetenwatch.de/node/178144/edit"
"Monika","Grütters","female","CDU","RIAS Berlin Kommission","Ehrenvorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/178145/edit"
"Monika","Grütters","female","CDU","Stiftung Berliner Philharmoniker","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178147/edit"
"Monika","Grütters","female","CDU","Stiftung Denkmal für die ermordeten Juden Europas","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178148/edit"
"Monika","Grütters","female","CDU","""Stiftung Flucht, Vertreibung, Versöhnung""","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178150/edit"
"Monika","Grütters","female","CDU","Stiftung Jüdisches Museum Berlin","Vorsitzende des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178151/edit"
"Monika","Grütters","female","CDU","Stiftung Preußischer Kulturbesitz","Vorsitzende des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178153/edit"
"Monika","Grütters","female","CDU","Dokumentations- und Kulturzentrum Deutscher Sinti und Roma e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178154/edit"
"Monika","Grütters","female","CDU","Internationale Journalisten-Programme e.V. (IJP)","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178155/edit"
"Monika","Grütters","female","CDU","Konrad-Adenauer-Stiftung e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178157/edit"
"Monika","Grütters","female","CDU","Kulturstiftung der Länder","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178158/edit"
"Monika","Grütters","female","CDU","Kulturstiftung des Bundes","Vorsitzende des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178159/edit"
"Monika","Grütters","female","CDU","Stiftung Genshagen","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178160/edit"
"Monika","Grütters","female","CDU","Zentralkomitee der deutschen Katholiken (ZdK)","Mitglied der Vollversammlung","","","","0","","","https://www.abgeordnetenwatch.de/node/178161/edit"
"Michael","Groß","male","SPD","Klinikum Vest GmbH","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/176862/edit"
"Michael","Groß","male","SPD","Bundesstiftung Baukultur","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/176864/edit"
"Michael","Groß","male","SPD","Deutsche Unternehmensinitiative für Energieeffizienz e.V. - DENEFF","Mitglied des Beirates","","5/4/2016 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176865/edit"
"Michael","Groß","male","SPD","Gütegemeinschaft Brandschutz im Ausbau e.V. (GBA)","Mitglied des Politisch-Parlamentarischen Beirates (GBA)","","12/31/2016 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176866/edit"
"Michael","Groß","male","SPD","""Bundesministerium für Umwelt, Naturschutz, Bau und Reaktorsicherheit""","Mitglied der Jury Nationale Projekte des Städtebaus","","","","0","","","https://www.abgeordnetenwatch.de/node/180609/edit"
"Sigmar","Gabriel","male","SPD","Sozialdemokratische Partei Deutschlands","Vorsitzender","","12/31/2013 0:00:00","3","1","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/179053/edit"
"Sigmar","Gabriel","male","SPD","Sozialdemokratische Partei Deutschlands","Vorsitzender","3/1/2014 0:00:00","12/31/2014 0:00:00","1","1","""9,000""","""31,500""","https://www.abgeordnetenwatch.de/node/179054/edit"
"Sigmar","Gabriel","male","SPD","Kreditanstalt für Wiederaufbau","""Vorsitzender des Verwaltungsrats, des Kreditausschusses, des Mittelstandsrats, des Präsidialausschusses und stellv. Vorsitzender des Prüfungsausschusses""","","","","0","","","https://www.abgeordnetenwatch.de/node/179055/edit"
"Sigmar","Gabriel","male","SPD","CJD Braunschweig","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179056/edit"
"Sigmar","Gabriel","male","SPD","RAG-Stiftung","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179057/edit"
"Sigmar","Gabriel","male","SPD","Stiftung Knabenhof bei St. Leonhard","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/179058/edit"
"Sigmar","Gabriel","male","SPD","Verein der Freunde von Neve Shalom/Wahat al Salam e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179059/edit"
"Ingo","Gädechens","male","CDU","Deutscher Feuerwehrverband e.V. (DFV)","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/176806/edit"
"Thorsten","Frei","male","CDU","Energiedienst Holding AG","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179255/edit"
"Thorsten","Frei","male","CDU","Schwarzwald-Baar-Kreis","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/179260/edit"
"Thorsten","Frei","male","CDU","Sparkasse Schwarzwald-Baar","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179263/edit"
"Thorsten","Frei","male","CDU","Bundesakademie für musikalische Jugendbildung e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179267/edit"
"Thorsten","Frei","male","CDU","Kunststiftung Hohenkarpfen e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179269/edit"
"Dirk","Fischer","male","CDU","DB Netz AG","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/176848/edit"
"Dirk","Fischer","male","CDU","DB Station&Service AG","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/176849/edit"
"Dirk","Fischer","male","CDU","DFS Deutsche Flugsicherung GmbH","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/176850/edit"
"Dirk","Fischer","male","CDU","Studio Hamburg Berlin Brandenburg GmbH","Mitglied des Beirates","","12/31/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176851/edit"
"Dirk","Fischer","male","CDU","Bundeskanzler-Helmut-Schmidt-Stiftung","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/176852/edit"
"Dirk","Fischer","male","CDU","Deutscher Fußball-Bund e.V. (DFB)","Mitglied des Vorstandes und der Konferenz der DFB-RV/LV-Vorsitzenden","","","","0","","","https://www.abgeordnetenwatch.de/node/176853/edit"
"Dirk","Fischer","male","CDU","Hamburger Fußball-Verband e.V. (HFV)","Präsident","","","","0","","","https://www.abgeordnetenwatch.de/node/176854/edit"
"Dirk","Fischer","male","CDU","Norddeutscher Fußball-Verband e.V. (NFV)","Vizepräsident","","","","0","","","https://www.abgeordnetenwatch.de/node/176855/edit"
"Dirk","Fischer","male","CDU","Jürgen-Echternach-Stiftung für Bildung und Demokratie","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/176856/edit"
"Dirk","Fischer","male","CDU","Stiftung Berliner Schloss - Humboldtforum","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/176857/edit"
"Saskia","Esken","female","SPD","Landeselternbeirat Baden-Württemberg","Stellv. Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/178164/edit"
"Karin","Evers-Meyer","female","SPD","Deutsche Stiftung für politische Bildung und Völkerverständigung e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177638/edit"
"Karin","Evers-Meyer","female","SPD","Evangelische Arbeitsgemeinschaft für Soldatenbetreuung e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177639/edit"
"Karin","Evers-Meyer","female","SPD","Förderkreis Deutsches Heer e.V.","Mitglied des Präsidiums","","","","0","","","https://www.abgeordnetenwatch.de/node/177640/edit"
"Karin","Evers-Meyer","female","SPD","Institut für niederdeutsche Sprache e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177641/edit"
"Karin","Evers-Meyer","female","SPD","Niederdeutscher Bühnenbund Niedersachsen - Bremen e.V.","Ehrenpräsidentin","","","","0","","","https://www.abgeordnetenwatch.de/node/177642/edit"
"Uwe","Feiler","male","CDU","Landkreis Havelland","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/178612/edit"
"Elke","Ferner","female","SPD","Feuerbestattungsverein für das Saarland e.V.","Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/176737/edit"
"Elke","Ferner","female","SPD","Verein gegen sexuelle Ausbeutung von Mädchen e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/176738/edit"
"Elke","Ferner","female","SPD","Vereinigung der Deutsch-Griechischen-Gesellschaften e.V. (VDGG)","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/176739/edit"
"Ute","Finckh-Krämer","female","SPD","Bund für Soziale Verteidigung e.V.","Mitglied des Vorstandes","","2/28/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177458/edit"
"Ute","Finckh-Krämer","female","SPD","Plattform Zivile Konfliktbearbeitung e.V.","Mitglied des Vorstandes","","2/28/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177459/edit"
"Ute","Finckh-Krämer","female","SPD","Stiftung Friedensbildung","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177460/edit"
"Martin","Dörmann","male","SPD","Bundesministerium der Finanzen","Mitglied des Beirates für die grafische Gestaltung der Sonderpostwertzeichen","","","","0","","","https://www.abgeordnetenwatch.de/node/177884/edit"
"Martin","Dörmann","male","SPD","""Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen""","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177888/edit"
"Martin","Dörmann","male","SPD","Deutsche Welle","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177889/edit"
"Martin","Dörmann","male","SPD","Landesanstalt für Medien Nordrhein-Westfalen (LfM)","Stellv. Mitglied der Medienkommission","","2/14/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177891/edit"
